company_key,signal_id,present,observed_date,strength,confidence,source,url
ROD JOHNSON SEPTIC AND HAULING|CLARKSVILLE,fmcsa_new_dot_12mo,false,1999-10-22,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=835003
ROD JOHNSON SEPTIC AND HAULING|CLARKSVILLE,fmcsa_fleet_size,true,20240312 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=835003
ROD JOHNSON SEPTIC AND HAULING|CLARKSVILLE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=835003
TREMONT CONCRETE PUMPING|TALLAHASSEE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
TREMONT CONCRETE PUMPING|TALLAHASSEE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
TREMONT CONCRETE PUMPING|TALLAHASSEE,fmcsa_new_dot_12mo,false,2021-07-15,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3679959
TREMONT CONCRETE PUMPING|TALLAHASSEE,fmcsa_fleet_size,true,20240405 1,1.000,"10 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3679959
TREMONT CONCRETE PUMPING|TALLAHASSEE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3679959
GREASEMAN SERVICES OF THE FIRST COAST|PONTE VEDRA,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
GREASEMAN SERVICES OF THE FIRST COAST|PONTE VEDRA,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
GREASEMAN SERVICES OF THE FIRST COAST|PONTE VEDRA,fmcsa_new_dot_12mo,false,2023-07-16,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4103698
GREASEMAN SERVICES OF THE FIRST COAST|PONTE VEDRA,fmcsa_fleet_size,true,20230717 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4103698
GREASEMAN SERVICES OF THE FIRST COAST|PONTE VEDRA,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4103698
ROOT A SEWER|PENSACOLA,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
ROOT A SEWER|PENSACOLA,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
ROOT A SEWER|PENSACOLA,fmcsa_new_dot_12mo,false,2006-07-27,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1535190
ROOT A SEWER|PENSACOLA,fmcsa_fleet_size,true,20060727 0,0.500,"5 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1535190
ROOT A SEWER|PENSACOLA,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1535190
WATERS SEPTIC TANK SERVICE|SARASOTA,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
WATERS SEPTIC TANK SERVICE|SARASOTA,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
WATERS SEPTIC TANK SERVICE|SARASOTA,fmcsa_new_dot_12mo,false,1999-10-22,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=834949
WATERS SEPTIC TANK SERVICE|SARASOTA,fmcsa_fleet_size,true,,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=834949
WATERS SEPTIC TANK SERVICE|SARASOTA,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=834949
TURNERS SEPTIC SERVICE|BUNNELL,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
TURNERS SEPTIC SERVICE|BUNNELL,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
TURNERS SEPTIC SERVICE|BUNNELL,fmcsa_new_dot_12mo,false,2004-07-21,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1268883
TURNERS SEPTIC SERVICE|BUNNELL,fmcsa_fleet_size,true,20140129 0,0.400,"4 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1268883
TURNERS SEPTIC SERVICE|BUNNELL,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1268883
GREASE MANAGEMENT|TAVARES,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
GREASE MANAGEMENT|TAVARES,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
GREASE MANAGEMENT|TAVARES,fmcsa_new_dot_12mo,false,2002-12-03,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1077149
GREASE MANAGEMENT|TAVARES,fmcsa_fleet_size,true,20190227 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1077149
GREASE MANAGEMENT|TAVARES,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1077149
FLORIDA FENCE POST|ONA,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
FLORIDA FENCE POST|ONA,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
FLORIDA FENCE POST|ONA,fmcsa_new_dot_12mo,false,2004-02-06,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1208390
FLORIDA FENCE POST|ONA,fmcsa_fleet_size,true,20251230 0,0.600,"6 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1208390
FLORIDA FENCE POST|ONA,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1208390
TATUM BROTHERS LUMBER|LAWTEY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
TATUM BROTHERS LUMBER|LAWTEY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
TATUM BROTHERS LUMBER|LAWTEY,fmcsa_new_dot_12mo,false,1983-01-29,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=227843
TATUM BROTHERS LUMBER|LAWTEY,fmcsa_fleet_size,true,20260217 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=227843
TATUM BROTHERS LUMBER|LAWTEY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=227843
B AND B DUGGER|CRAWFORDVILLE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
B AND B DUGGER|CRAWFORDVILLE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
B AND B DUGGER|CRAWFORDVILLE,fmcsa_new_dot_12mo,false,1999-07-30,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=821287
B AND B DUGGER|CRAWFORDVILLE,fmcsa_fleet_size,true,20250624 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=821287
B AND B DUGGER|CRAWFORDVILLE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=821287
WALPOLE LEASING|OKEECHOBEE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
WALPOLE LEASING|OKEECHOBEE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
WALPOLE LEASING|OKEECHOBEE,fmcsa_new_dot_12mo,false,1996-07-05,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=648980
WALPOLE LEASING|OKEECHOBEE,fmcsa_fleet_size,true,20241023 0,1.000,"13 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=648980
WALPOLE LEASING|OKEECHOBEE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=648980
INDEPENDENT HARVESTING|MOORE HAVEN,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
INDEPENDENT HARVESTING|MOORE HAVEN,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
INDEPENDENT HARVESTING|MOORE HAVEN,fmcsa_new_dot_12mo,false,2006-11-20,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1578630
INDEPENDENT HARVESTING|MOORE HAVEN,fmcsa_fleet_size,true,20251030 0,0.400,"4 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1578630
INDEPENDENT HARVESTING|MOORE HAVEN,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1578630
J AND J AG PRODUCTS|CLEWISTON,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
J AND J AG PRODUCTS|CLEWISTON,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
J AND J AG PRODUCTS|CLEWISTON,fmcsa_new_dot_12mo,false,2010-06-04,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2041735
J AND J AG PRODUCTS|CLEWISTON,fmcsa_fleet_size,true,20250501 0,0.800,"8 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2041735
J AND J AG PRODUCTS|CLEWISTON,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2041735
DUCKY JOHNSON HOUSE MOVERS|MARIANNA,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
DUCKY JOHNSON HOUSE MOVERS|MARIANNA,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
DUCKY JOHNSON HOUSE MOVERS|MARIANNA,fmcsa_new_dot_12mo,false,2001-02-16,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=934331
DUCKY JOHNSON HOUSE MOVERS|MARIANNA,fmcsa_fleet_size,true,20251209 0,0.700,"7 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=934331
DUCKY JOHNSON HOUSE MOVERS|MARIANNA,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=934331
TRIPLE V TRUCKING|CROSS CITY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
TRIPLE V TRUCKING|CROSS CITY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
TRIPLE V TRUCKING|CROSS CITY,fmcsa_new_dot_12mo,false,1995-10-12,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=616850
TRIPLE V TRUCKING|CROSS CITY,fmcsa_fleet_size,true,20260102 0,0.900,"9 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=616850
TRIPLE V TRUCKING|CROSS CITY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=616850
B AND G SEED PROCESSORS|WILLISTON,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
B AND G SEED PROCESSORS|WILLISTON,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
B AND G SEED PROCESSORS|WILLISTON,fmcsa_new_dot_12mo,false,2004-12-01,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1308685
B AND G SEED PROCESSORS|WILLISTON,fmcsa_fleet_size,true,20260430 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1308685
B AND G SEED PROCESSORS|WILLISTON,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1308685
SYFRETT TRUCKING|OKEECHOBEE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
SYFRETT TRUCKING|OKEECHOBEE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
SYFRETT TRUCKING|OKEECHOBEE,fmcsa_new_dot_12mo,false,2000-04-13,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=872869
SYFRETT TRUCKING|OKEECHOBEE,fmcsa_fleet_size,true,20250520 0,1.000,"11 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=872869
SYFRETT TRUCKING|OKEECHOBEE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=872869
SOUTHEAST CONCRETE CUTTING AND DEMOLITION|MONTICELLO,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
SOUTHEAST CONCRETE CUTTING AND DEMOLITION|MONTICELLO,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
SOUTHEAST CONCRETE CUTTING AND DEMOLITION|MONTICELLO,fmcsa_new_dot_12mo,false,2016-09-22,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2931252
SOUTHEAST CONCRETE CUTTING AND DEMOLITION|MONTICELLO,fmcsa_fleet_size,true,20250314 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2931252
SOUTHEAST CONCRETE CUTTING AND DEMOLITION|MONTICELLO,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2931252
MITCHELL L MCELROY PRIVATE FORESTER|MONTICELLO,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
MITCHELL L MCELROY PRIVATE FORESTER|MONTICELLO,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
MITCHELL L MCELROY PRIVATE FORESTER|MONTICELLO,fmcsa_new_dot_12mo,false,2002-05-29,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1031267
MITCHELL L MCELROY PRIVATE FORESTER|MONTICELLO,fmcsa_fleet_size,true,20260403 0,0.200,"2 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1031267
MITCHELL L MCELROY PRIVATE FORESTER|MONTICELLO,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1031267
WILLIAMS TIMBER|PERRY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
WILLIAMS TIMBER|PERRY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
WILLIAMS TIMBER|PERRY,fmcsa_new_dot_12mo,false,2000-09-12,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=904755
WILLIAMS TIMBER|PERRY,fmcsa_fleet_size,true,20250206 0,1.000,"13 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=904755
WILLIAMS TIMBER|PERRY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=904755
CONSOLIDATED WASTE SYSTEMS|LABELLE,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
CONSOLIDATED WASTE SYSTEMS|LABELLE,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
CONSOLIDATED WASTE SYSTEMS|LABELLE,fmcsa_new_dot_12mo,false,2002-08-13,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1047937
CONSOLIDATED WASTE SYSTEMS|LABELLE,fmcsa_fleet_size,true,20260129 0,0.400,"4 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1047937
CONSOLIDATED WASTE SYSTEMS|LABELLE,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1047937
HARDEE TIMBER|LAWTEY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
HARDEE TIMBER|LAWTEY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
HARDEE TIMBER|LAWTEY,fmcsa_new_dot_12mo,false,2014-05-29,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2510406
HARDEE TIMBER|LAWTEY,fmcsa_fleet_size,true,20241121 0,0.500,"5 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2510406
HARDEE TIMBER|LAWTEY,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2510406
DEEP SOUTH TIMBER|HILLIARD,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
DEEP SOUTH TIMBER|HILLIARD,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
DEEP SOUTH TIMBER|HILLIARD,fmcsa_new_dot_12mo,false,2004-11-01,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1300280
DEEP SOUTH TIMBER|HILLIARD,fmcsa_fleet_size,true,20241031 0,0.300,"3 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1300280
DEEP SOUTH TIMBER|HILLIARD,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1300280
B AND E HAULING|WHITE SPRINGS,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
B AND E HAULING|WHITE SPRINGS,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
B AND E HAULING|WHITE SPRINGS,fmcsa_new_dot_12mo,false,2009-05-28,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1894835
B AND E HAULING|WHITE SPRINGS,fmcsa_fleet_size,true,20250530 1,0.800,"8 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1894835
B AND E HAULING|WHITE SPRINGS,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1894835
B AND M LOGGING|WHITE SPRINGS,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
B AND M LOGGING|WHITE SPRINGS,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
B AND M LOGGING|WHITE SPRINGS,fmcsa_new_dot_12mo,false,2007-06-08,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1653718
B AND M LOGGING|WHITE SPRINGS,fmcsa_fleet_size,true,20250829 0,0.400,"4 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1653718
B AND M LOGGING|WHITE SPRINGS,fmcsa_fleet_delta,false,,0,needs second snapshot; only one FMCSA pull exists (2026-09-03),fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1653718
J AND J TRUCKING|PERRY,ucc_renewal_window,false,,0,no active UCC filing for this company,quintel_ucc_model,
J AND J TRUCKING|PERRY,ucc_termination_12mo,false,,0,not available in file: raw.ucc_fl carries no termination flag,quintel_ucc_model,
J AND J TRUCKING|PERRY,fmcsa_new_dot_12mo,false,2003-08-07,0,DOT registration older than 12 months,fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1157986
J AND J TRUCKING|PERRY,fmcsa_fleet_size,true,20260430 0,1.000,"13 power units; size feature, not an intent signal",fmcsa_census,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1157986
